1,100,64
2,0,5
2,50,75
3,25,54
3,52,0
3,15,100
4,10,67
4,100,14
5,0,59
5,8,10
5,0,1
7,5,46
8,87,31
8,0,1
9,83,1
9,100,1
10,10,46
10,67,58
11,10,60
12,58,10
12,10,0
13,18,0
13,1,10
14,64,88
14,1,0
14,1,22
15,14,100
15,10,0
16,60,0
16,1,5
17,1,19
18,15,1
18,1,62
18,84,92
19,7,1
20,40,10
20,100,10
20,8,58
20,1,57
21,1,93
21,65,91
22,1,84
22,10,37
22,10,59
23,10,1
24,0,1
25,14,100
26,1,70
26,0,1
26,58,94
27,1,87
27,10,35
28,1,49
29,0,17
29,100,10
29,53,1
30,1,6
30,10,17
31,10,90
31,0,10
32,57,46
32,47,34
32,0,86
33,1,72
33,57,59
33,21,4
34,32,47
34,93,0
34,1,98
35,1,100
35,18,1
35,9,91
35,60,18
36,60,33
36,0,100
36,90,32
37,1,98
37,10,54
37,57,94
37,60,97
38,63,17
38,94,1
39,30,81
40,1,0
40,1,25
41,10,1
41,86,100
42,100,1
42,98,0
42,83,1
43,49,0
43,100,80
43,0,1
43,1,42
44,35,30
44,100,53
44,45,0
45,52,1
46,100,0
46,29,10
47,0,57
47,98,1
48,100,33
49,100,64
50,77,14
51,0,96
51,88,1
51,75,15
52,0,10
52,74,99
52,10,0
52,10,7
53,44,84
53,10,23
54,0,1
54,0,76
54,19,9
54,0,1
54,85,100
55,8,30
55,35,10
56,60,1
56,10,100
57,52,0
57,1,10
57,10,82
58,0,100
58,22,24
59,1,22
59,0,47
59,10,22
60,1,29
60,0,100
61,83,1
61,30,1
63,31,0
63,1,0
63,76,10
64,100,1
64,15,10
65,48,0
65,48,78
66,100,0
66,93,1
67,10,100
68,10,1
68,0,5
69,1,22
69,38,100
69,0,32
70,81,1
72,0,1
73,1,0
73,1,18
74,100,11
74,31,1
74,56,1
74,82,1
75,47,1
75,87,0
75,59,3
76,71,45
76,61,1
77,0,66
77,1,100
77,0,64
78,1,41
78,0,62
79,10,71
80,58,10
81,0,10
81,36,66
82,0,1
82,44,1
83,79,74
83,55,84
84,1,2
85,1,28
86,19,0
86,1,27
86,87,1
87,0,83
87,45,0
88,1,59
89,1,100
89,27,83
90,40,1
91,10,67
92,1,10
92,10,69
93,96,2
93,1,0
94,24,1
94,23,0
95,1,100
95,14,69
97,1,64
97,98,0
97,100,0
98,59,0
98,0,1
98,0,6
99,88,54
99,99,100
100,9,1
100,10,24
100,28,1
100,81,33
101,1,10
101,32,100
102,1,0
102,10,44
103,1,100
103,10,44
103,42,1
103,1,78
104,1,8
104,10,1
104,1,10
105,67,83
105,55,35
106,44,1
106,22,100
107,0,10
107,64,0
108,90,32
108,1,56
108,33,19
109,1,34
109,1,17
109,8,91
110,86,0
111,54,41
111,37,10
113,20,10
113,17,1
114,0,9
115,43,10
115,52,1
115,27,1
116,15,1
116,60,1
117,10,11
117,0,100
118,0,35
119,4,79
119,29,80
120,1,75
120,95,43
120,10,12
121,10,79
121,28,10
121,53,76
121,10,60
122,26,39
123,0,5
123,100,1
124,1,30
124,0,30
125,3,1
126,9,1
126,1,90
127,13,1
128,41,65
128,10,1
129,35,45
129,8,80
129,1,54
131,1,37
132,61,0
132,56,100
132,82,1
133,1,100
134,5,100
134,39,1
134,1,100
135,1,80
135,29,0
136,1,16
136,100,1
137,73,1
137,72,100
137,38,10
138,1,5
139,55,10
139,100,12
139,1,100
140,0,100
142,56,0
143,10,0
143,44,0
144,43,10
144,48,82
145,64,1
145,3,37
145,7,1
146,1,57
147,40,1
147,1,56
148,1,10
148,43,10
149,0,62
149,1,10
150,10,22
150,70,0
151,2,51
151,22,20
152,9,42
153,10,1
153,1,67
153,0,55
153,1,57
153,28,10
154,22,1
154,11,10
154,100,10
154,45,1
155,32,10
155,74,69
156,0,1
156,1,25
157,1,10
157,72,10
158,10,1
158,1,100
158,10,0
159,93,3
159,1,0
159,48,0
160,86,28
160,1,10
160,10,37
161,85,93
161,1,15
161,77,52
162,1,7
163,29,37
163,31,21
164,22,46
164,0,12
165,0,100
166,14,17
166,0,17
166,0,55
167,10,1
167,1,0
168,17,33
168,50,78
168,10,36
169,0,15
170,89,7
170,1,36
171,50,29
173,10,1
174,10,85
174,94,100
175,54,95
175,4,0
175,50,4
176,85,81
177,1,69
177,54,84
177,0,1
178,80,1
178,1,10
178,56,100
179,100,1
179,1,10
179,100,16
180,66,78
181,36,1
181,91,55
182,10,1
183,10,0
184,1,0
184,1,0
185,8,28
185,10,59
186,0,16
187,1,39
187,1,0
188,0,3
188,62,1
189,0,22
189,10,1
189,1,91
191,100,39
191,0,14
192,100,10
192,100,0
193,16,29
193,9,0
194,12,1
195,8,1
196,0,1
196,1,75
196,1,0
197,51,0
197,10,8
197,78,23
197,16,9
198,97,100
198,74,31
200,1,0
201,0,34
201,1,50
201,66,57
202,4,33
202,41,47
202,1,84
203,10,0
204,10,1
204,64,1
205,10,72
205,10,1
206,5,82
206,89,1
207,52,2
209,20,10
209,1,25
210,0,10
211,13,0
211,10,70
211,99,52
212,59,11
213,67,10
213,36,10
213,71,10
214,10,1
214,86,37
214,1,10
215,96,1
215,10,1
215,43,17
215,88,100
215,57,1
216,23,42
216,81,1
217,9,64
217,63,34
218,9,1
218,0,68
218,1,10
220,10,89
222,79,61
222,51,78
222,20,2
224,10,1
225,1,10
225,1,85
225,10,91
226,91,100
226,75,46
227,1,27
227,98,0
227,22,89
228,1,10
228,0,90
228,84,0
229,81,10
230,0,10
231,10,96
231,30,92
231,11,2
232,5,9
233,26,19
234,0,100
234,10,1
234,100,76
234,10,91
234,10,62
235,28,1
236,10,8
237,1,15
237,10,1
237,36,0
237,32,100
238,43,10
238,22,10
239,43,37
239,85,0
240,8,10
241,11,0
241,49,33
242,1,100
243,34,0
243,10,1
243,24,1
244,1,12
244,75,81
245,67,1
245,0,96
246,44,20
246,38,1
247,96,72
248,10,35
248,89,24
249,10,4
249,10,1
250,72,100
250,1,63
250,1,0
251,0,45
252,0,10
252,0,63
252,37,8
253,1,82
253,100,0
254,1,83
254,0,30
254,1,28
255,4,45
255,49,0
256,100,7
257,96,0
257,1,94
258,1,10
258,3,10
258,0,1
259,10,55
259,7,0
260,1,51
260,1,100
260,1,52
260,1,18
262,1,0
262,85,1
263,96,39
263,77,100
263,32,65
264,10,36
264,10,86
264,68,14
265,86,1
266,64,1
266,0,1
266,1,97
266,1,44
267,100,39
267,32,13
268,88,10
269,73,74
270,1,46
270,74,100
271,4,100
271,78,1
272,0,5
272,19,14
273,10,1
273,80,13
273,55,1
274,50,1
274,17,2
275,10,1
276,1,62
276,79,41
277,87,3
277,82,1
278,15,93
278,1,64
279,13,1
279,10,9
279,1,6
280,1,39
280,0,10
280,10,1
281,0,1
281,10,1
282,57,18
282,47,44
282,76,87
282,17,3
283,1,100
283,0,25
284,42,1
285,50,63
285,2,77
285,98,1
286,0,70
286,1,4
286,85,80
287,0,6
287,1,95
287,81,1
287,1,92
288,88,12
288,17,39
289,25,71
289,10,0
289,1,10
289,99,17
290,100,24
290,30,0
290,0,31
291,10,40
291,31,93
291,0,37
291,73,1
292,61,7
292,65,28
293,55,26
294,1,10
295,0,6
295,38,70
297,11,54
297,44,1
298,79,1
298,42,65
298,75,1
299,15,70
299,1,20
299,69,75
300,1,10
300,22,38
301,7,4
301,1,89
301,1,38
303,21,87
304,0,1
304,1,64
304,1,22
305,21,10
305,52,62
306,1,7
306,50,100
307,1,84
307,1,10
307,75,24
308,1,28
308,38,16
309,46,59
309,1,84
310,85,3
311,1,10
311,54,49
312,1,96
313,91,1
313,93,1
313,90,6
314,18,1
314,1,53
315,65,94
315,69,36
316,48,49
316,99,1
317,1,4
318,1,76
318,40,3
318,88,1
319,0,79
319,10,27
320,97,12
320,50,40
321,8,58
322,1,33
322,1,38
323,80,1
324,13,83
324,10,1
324,98,0
325,2,8
325,75,35
325,39,32
326,17,1
326,13,1
327,1,97
327,34,1
327,1,95
327,45,29
328,80,1
328,58,1
328,100,76
329,49,1
329,0,47
330,13,1
330,1,83
331,66,10
332,74,1
332,57,44
333,0,10
333,50,1
334,45,99
336,46,29
336,47,59
336,0,1
337,1,30
337,1,17
338,1,100
339,32,70
339,89,88
340,1,62
340,10,1
341,1,7
342,57,1
342,83,42
343,51,42
343,18,87
344,1,0
345,87,65
345,10,1
345,0,1
345,90,1
346,68,0
346,43,48
347,24,1
347,1,96
347,1,30
347,0,10
348,15,21
348,69,8
348,94,4
349,82,96
349,1,2
350,66,70
350,3,1
351,1,10
351,44,69
351,33,1
351,67,0
352,1,74
352,1,77
353,2,10
353,1,75
353,10,17
354,28,1
354,36,79
354,2,63
355,6,0
355,78,1
356,41,1
356,14,12
357,86,58
358,1,10
359,96,28
359,10,0
359,1,73
360,100,44
361,39,81
361,1,28
362,41,42
362,0,10
363,0,79
363,100,89
364,0,10
365,100,22
365,88,78
365,1,4
366,65,10
366,38,92
366,1,0
367,0,100
368,36,25
368,1,68
369,96,1
369,1,37
370,0,10
370,0,79
370,10,1
371,64,88
371,0,46
373,1,42
373,29,48
374,2,79
375,10,37
376,99,20
376,10,1
376,27,1
376,99,84
377,0,38
377,67,0
378,0,62
378,45,1
378,83,1
379,17,28
379,12,30
380,56,1
380,1,10
380,96,93
381,98,0
382,81,99
382,29,90
383,7,71
383,1,0
383,82,100
383,50,0
384,37,71
384,1,94
384,1,0
384,0,1
385,93,1
385,7,1
385,1,10
386,5,85
386,1,68
387,66,92
387,50,7
387,0,56
387,89,76
388,0,10
388,1,0
389,62,10
390,67,28
391,93,1
391,1,0
392,2,6
392,28,51
393,89,100
393,68,10
393,69,6
394,67,1
394,94,1
395,1,10
395,100,0
396,100,27
397,1,30
397,1,10
398,67,74
399,1,0
399,78,1
400,45,10
400,16,74
401,0,1
402,15,46
402,84,91
402,1,96
402,64,10
403,91,1
403,12,1
404,55,0
405,10,49
405,10,97
405,55,1
406,0,1
406,1,88
407,83,30
407,1,43
408,72,57
408,69,1
408,1,13
409,47,1
409,0,10
410,15,96
410,20,10
411,1,21
411,85,47
411,1,0
411,1,0
412,10,42
413,58,10
415,1,10
415,19,1
415,1,76
416,2,1
416,3,0
417,96,100
417,10,100
417,39,19
417,0,40
417,29,1
418,89,22
418,45,65
418,50,1
418,1,53
419,80,55
420,23,28
420,23,10
421,10,1
421,1,81
421,36,1
422,0,1
422,71,0
424,44,67
424,0,10
425,100,1
426,87,10
426,1,10
426,0,38
427,10,30
428,10,76
429,12,84
430,76,35
430,44,1
430,18,83
431,1,10
431,77,43
431,1,40
431,29,99
432,19,33
432,10,83
432,1,28
433,1,15
433,16,10
433,10,71
435,1,66
436,0,52
436,63,8
437,17,1
437,79,16
437,79,2
438,37,1
438,0,46
439,98,20
439,7,1
440,1,100
441,47,71
441,68,100
442,44,0
442,1,77
443,80,84
443,0,10
444,55,54
444,10,0
445,1,54
445,68,32
446,9,1
446,95,89
446,15,1
447,29,64
447,2,8
447,52,1
448,61,88
449,46,0
450,85,20
451,0,1
451,44,11
453,52,0
454,100,93
454,0,1
454,67,0
455,65,23
456,10,1
456,46,0
456,12,100
457,12,20
457,10,81
458,100,1
458,27,35
458,1,10
459,1,93
459,77,1
459,13,88
460,1,0
461,1,27
462,100,1
462,75,14
462,10,77
463,1,97
463,81,54
463,84,11
464,42,50
464,10,0
466,10,73
466,41,47
467,10,13
468,45,1
468,75,100
469,99,1
469,1,0
470,1,73
470,21,10
472,13,51
472,1,57
472,44,93
472,95,1
473,48,45
474,75,16
474,23,14
474,82,63
475,0,1
475,71,91
475,1,21
476,1,0
476,100,1
476,1,87
476,1,39
478,49,70
478,1,100
478,81,100
479,10,1
479,10,32
480,28,1
480,82,10
481,0,22
481,77,0
481,49,1
482,1,0
482,10,12
483,1,27
483,75,61
484,42,10
485,100,75
485,18,85
486,0,100
486,97,68
487,22,0
488,10,85
488,21,33
488,100,33
490,24,67
490,1,100
491,1,0
492,0,81
492,79,12
492,100,81
494,0,8
495,10,20
496,1,66
497,50,1
497,1,74
498,57,1
498,0,1
499,1,45
499,90,92
500,1,16
500,1,75
500,78,37
500,1,33
502,1,65
502,0,100
502,92,62
503,52,95
505,1,92
505,54,100
506,0,1
507,61,52
508,96,10
509,81,19
509,1,10
509,1,68
510,1,69
510,1,60
510,52,1
512,1,59
512,52,1
515,6,1
515,10,0
516,1,80
516,70,1
518,55,1
518,11,35
518,0,10
519,72,0
520,47,95
520,10,35
521,100,1
521,89,1
521,90,32
522,100,1
522,10,1
523,30,10
524,30,34
524,77,1
525,0,66
525,91,64
525,35,10
526,91,18
526,100,1
526,56,10
528,5,94
529,1,52
530,6,74
531,24,7
532,0,100
532,0,44
533,64,1
533,1,35
533,1,97
534,0,1
534,78,42
534,26,0
535,54,50
535,55,63
536,0,100
536,10,52
536,1,47
537,100,42
538,89,12
538,71,1
538,68,84
539,38,66
539,66,56
539,50,0
540,63,1
540,40,1
540,32,0
541,37,1
541,96,90
541,1,31
542,10,14
543,100,33
543,27,1
544,0,1
544,70,1
544,1,0
546,33,68
546,6,1
546,74,24
546,1,0
547,1,100
547,1,0
547,0,10
547,10,100
548,6,10
549,27,18
549,1,39
550,1,46
550,1,98
551,1,97
551,98,70
551,90,1
552,39,1
552,24,83
553,1,0
553,1,13
553,40,30
554,74,0
554,53,0
555,100,0
555,98,56
556,0,1
557,42,1
558,1,42
559,98,100
559,13,31
559,1,0
560,5,12
561,96,1
561,100,0
561,1,40
562,61,1
562,76,1
562,8,51
563,74,69
563,12,1
563,1,41
564,11,3
565,7,21
565,11,62
566,10,33
566,36,0
566,61,18
567,10,45
567,1,5
567,1,74
569,30,1
569,79,20
569,17,100
570,83,54
571,27,10
572,28,74
572,47,1
573,0,29
573,1,100
574,0,10
574,44,46
574,1,24
574,40,29
575,1,0
575,7,73
576,86,1
576,1,0
576,55,38
577,10,1
577,97,0
580,0,38
580,1,6
580,93,6
581,65,63
582,9,0
582,1,26
583,21,17
583,7,10
583,88,35
584,78,10
584,0,1
585,53,10
585,28,53
585,79,30
586,1,82
586,50,100
586,1,75
587,1,90
587,55,13
588,10,53
588,82,0
588,43,81
588,50,30
589,58,53
590,100,0
590,1,70
590,85,65
591,68,95
591,1,23
591,38,1
591,51,100
592,92,0
593,20,68
593,80,1
593,64,1
594,100,84
594,43,74
594,1,25
594,27,84
595,1,0
595,1,53
595,10,9
596,82,85
596,74,1
597,0,1
597,30,7
597,0,100
598,78,94
598,41,86
598,0,82
599,92,59
600,71,64
600,100,1
600,54,1
601,74,6
601,56,10
602,94,100
603,0,75
603,64,0
604,19,98
605,10,62
605,1,0
606,10,1
606,12,13
607,46,45
607,1,100
608,1,100
608,100,23
608,60,1
609,72,89
609,11,0
610,0,1
610,61,1
611,0,59
612,68,1
612,88,10
612,12,1
613,51,100
613,20,1
614,82,1
614,84,1
615,8,1
615,3,19
617,51,10
617,44,1
617,90,26
618,1,10
618,10,1
618,81,0
620,16,1
620,5,0
621,0,1
621,1,86
622,1,3
622,19,5
622,92,1
623,0,1
623,0,51
624,60,100
624,83,1
624,1,10
625,79,1
625,10,1
625,1,5
626,1,95
628,76,85
628,41,100
628,40,1
629,1,10
629,11,96
629,64,35
630,0,21
630,1,10
630,13,73
631,16,1
631,70,1
632,42,1
632,23,1
633,0,88
633,100,0
633,93,60
633,1,75
634,15,48
634,68,10
635,1,46
636,1,54
637,0,1
638,71,65
638,54,23
638,1,75
639,56,0
639,0,21
640,1,92
640,19,0
641,37,82
642,18,10
642,97,94
642,1,12
643,1,100
644,35,88
644,10,42
646,0,34
647,88,78
648,24,9
648,0,39
649,63,1
649,47,1
650,93,10
651,4,97
651,96,70
652,88,41
652,87,0
652,1,10
652,80,10
653,60,46
654,72,2
654,84,100
655,21,85
655,10,0
657,1,45
657,0,70
657,0,95
658,65,1
659,56,28
660,58,2
660,81,1
660,95,84
660,10,0
661,0,56
661,75,1
662,71,89
663,32,27
664,1,0
665,0,100
665,80,50
666,5,65
667,1,81
667,10,19
668,68,74
668,1,54
668,77,50
668,16,1
669,45,87
669,86,27
671,10,66
671,1,10
671,10,0
672,0,1
672,84,0
673,1,100
673,87,19
673,27,10
674,1,17
674,0,10
675,92,51
676,58,23
676,15,1
677,10,0
677,23,75
678,48,47
679,10,100
679,100,0
679,1,0
679,1,10
680,74,50
680,29,91
680,1,48
681,0,83
682,41,53
683,36,1
684,15,78
684,93,100
685,1,100
685,47,17
685,49,1
687,58,100
687,53,35
688,2,88
688,97,10
688,9,41
689,1,56
689,1,95
689,2,8
690,33,66
690,24,34
691,1,93
691,54,93
692,76,4
692,72,1
693,1,10
693,11,100
694,1,57
694,51,59
695,22,1
695,61,18
695,1,10
695,19,39
696,1,71
696,100,0
697,10,5
699,52,10
700,41,16
700,1,95
700,52,1
701,1,65
701,84,15
702,13,38
702,1,10
703,10,1
704,71,100
705,45,87
705,1,0
706,61,1
707,1,100
707,88,75
708,0,1
709,8,1
710,1,34
711,14,55
711,1,0
711,1,35
712,0,11
712,86,88
712,91,6
714,10,5
714,1,4
714,1,0
715,11,1
715,1,52
716,1,0
717,0,6
718,65,68
718,0,1
719,7,1
719,1,33
719,1,100
720,10,100
721,22,1
721,11,6
721,40,1
723,80,1
724,61,40
724,1,37
725,53,11
725,1,28
725,1,10
726,79,100
727,29,51
727,100,63
727,1,0
728,77,1
728,1,35
728,8,71
728,10,67
729,1,10
730,1,0
730,1,0
731,1,5
731,100,1
732,1,77
732,0,31
733,49,1
734,74,25
734,34,1
734,1,47
736,15,10
737,28,98
737,0,10
738,1,10
738,100,1
739,1,0
739,1,44
739,1,0
739,1,10
740,2,1
740,1,83
740,1,10
740,44,0
741,10,0
742,57,50
743,58,91
743,1,10
743,21,1
744,10,69
744,1,10
744,84,10
744,100,77
745,0,100
745,1,33
746,100,10
746,1,24
747,9,70
748,37,81
748,1,74
749,51,79
749,1,78
750,1,5
750,44,10
750,0,55
752,1,85
752,92,1
